ProductID,Count
 B0010XSL4S,17
 B000NJMJGQ,15
 B000LQ80B4,6
 B007CU8PAI,25
 B008UO5U9E,136
 6302744520,15
 1571884327,2
 B001KNAI2Q,66
 B005C2TKLQ,6
 B000A3457Q,12
 B000MRA54M,3
 B000KGGJ04,5
 B0084YBB16,1
 B000G75B2E,18
 B0009Y7DSY,1
 B00006D2AQ,13
 6305962979,28
 B0014567LQ,4
 B00005EB0B,104
 B0006FFRD4,2
 B001589JX0,1
 B000056PPF,10
 B000H5U5IK,2
 B0062ABXLM,1
 B00018YC3M,11
 B00379MVEO,2
 B0009PBLO0,13
 B0012BUWI6,3
 B00018YC3W,13
 B0006UYNSO,38
 B001L2DTXG,17
 B006R9CBOG,25
 B000H5U5IU,3
 B0001LQJWG,4
 B000J1NGY2,1
 B00008G4H7,17
 B004LB5FE0,10
 B00004CZRA,52
 B000FEBWF8,3
 B004R6VHPK,13
 B0049IHX36,1
 B003Y5PF80,79
 B001J88VJY,2
 B00005UW7E,83
 6302405688,12
 B00004YVV8,4
 B0010C54D0,3
 B00005UW7H,33
 B001XXJQDU,2
 B00005UW7J,1
 B000KF0P2S,2
 B000MGTT4K,3
 B0000EYVJM,2
 B000MGTT4U,13
 630577238X,5
 B000HLDF8Q,2
 B000BUBETU,1
 B007HCF5AE,1
 B006WDECNK,1
 6301966961,3
 B0000063PS,36
 6300213056,1
 0790701251,315
 B00008YLVB,48
 B00008YLVC,10
 B006JIUN2W,1
 6303464572,6
 B001VYX91G,2
 6302149525,1
 B000Q7ZNZ4,48
 B001MBE63I,17
 B00068S3VY,6
 B0012EM5G0,14
 B0053O6Y9E,2
 B003PX4S9I,83
 B0001WJN8M,3
 B00005QC3M,137
 5553600715,382
 B0012EM5GK,33
 B001G4ANCY,3
 B00475E0A0,7
 B00005Y6Y2,274
 B0012EM5GA,33
 B000AYEL9W,10
 B000AXWH7G,15
 B000GGSMNK,117
 B000PTYRPA,7
 B00008YLV0,24
 B000I64V24,2
 B00005V9I7,10
 B00008YLV6,4
 B00008YLV7,44
 B00008WFTV,18
 B0023S4A12,10
 B009HNDF3K,50
 B00008WFTU,18
 B001J3NF54,1
 B00005V9I1,26
 6301798708,58
 B000EMGIWI,2
 B008X1O7KM,206
 B0009UZGHI,14
 B000SVZIJO,98
 B0050GCJO4,2
 6301303016,23
 B000OYCNXY,1
 B0010C54DU,2
 B007OWUZE8,6
 630530159X,1
 6305988838,1
 B003BRYA9G,3
 B000NOKM9M,1
 B000UV00T0,1
 6302783305,1
 B008Q00I2Q,132
 B0076Z4BBG,6
 B003VHELLI,1
 B00004U8KV,37
 B000JJ5F7U,2
 6304239343,14
 B0009PW3QK,5
 B0006A9FPA,8
 B004ULNJOO,1
 B00819ZCP0,35
 B000LXHFUO,13
 B0072V6PPE,209
 B00005V9IA,3
 6302650488,2
 B00005V9I3,10
 6301045734,9
 B000CCD1XE,1
 B0042AH2I2,3
 B000065FKL,37
 6302458900,50
 B000CCD1XO,3
 B001CE9DAG,3
 B00000IC8J,6
 B000JJ5F7K,1
 B001ENWSAC,14
 B0000B3FE6,1
 B0088W2LC2,3
 B001CMZJUG,1
 B008CN092G,32
 B000083ED4,41
 B0063FGFCS,11
 B0002I82XW,93
 B004TWOX26,5
 6303269680,10
 B003QWVPT4,108
 6304092083,2
 6302518296,7
 6301901274,5
 B000RL08AE,5
 B00006JU7L,9
 B000EQ5V86,193
 B0002J4ZW8,74
 B008H5VFU4,2
 B008IG09KE,3
 6304276958,1
 B00077BPBY,2
 B003F41T2Q,29
 B00004TXBN,13
 B000SM6FBS,1
 B00005LKL6,103
 B00104FZCI,2
 6300135233,2
 B0071AD9KK,33
 B0002W19Z6,20
 B003E1QC1S,16
 6303111734,1
 B004S8UU4Q,5
 B003AI2VGA,7
 5555223870,2
 B001PHA6PQ,8
 B000CCD1X4,17
 B001AYMMKQ,1
 B000T4SWXO,170
 6303955746,3
 B00022PZJW,1
 B003CJNFGM,1
 B000KX0IMC,5
 B001AD6UJ6,1
 B000OVLAB8,1
 B003C5FN6Q,3
 6303359329,1
 B003ICXC02,10
 B003XKQ62A,4
 630487250X,3
 B006RXQ6FM,224
 0955766818,1
 B00000IC80,3
 6304204019,14
 B00000IC82,6
 B00000IC84,2
 B00000IC87,4
 B00000IC89,2
 B001OFSK3E,121
 6300213153,3
 B005UYF7KY,40
 B0030ZOYW2,3
 6301173147,1
 6302760046,1
 B00004CM33,3
 B002LSIAQU,11
 B0019F02WG,4
 B00004CZRS,16
 B0050QNO2K,2
 B001LOY1IG,54
 B000KX0IMW,21
 B0002PYS4M,9
 B0010XUKI8,2
 B003KM8U8O,23
 B000CQQI9O,21
 6301248546,1
 6303037569,1
 B002YJMMBA,256
 B000Y8KM3I,1
 B008R52L4I,1
 B000CNET2A,5
 B0089VX0W2,1
 B004VGH63I,2
 B00870YR7M,1
 B003QVVJY6,1
 B000NY1EC6,15
 B000CNET2K,1
 B0006HBV46,5
 6305804427,1
 6302918928,1
 B00009YXGX,7
 B001HXDQAU,7
 B008R52L48,1
 B008FPU7AA,12
 B000CNET20,1
 B00009YXGR,8
 B00185J7KA,13
 B000NNM4BC,1
 B000TMPDCY,35
 B0086460CY,6
 B0085KGGLY,28
 B0009OL90W,3
 B0042KZJN2,6
 B00008YLV9,2
 B001FB55HQ,404
 6301966422,16
 B0009OL90M,8
 6305949816,2
 B004TPJN2S,39
 B000CQQI9E,20
 6304366035,73
 0800103688,77
 B004ZXW2PE,2
 B000GIWU9A,1
 078401115X,85
 B00005U146,1
 B00005NKBV,1
 B000065K9R,171
 6303149073,1
 B0019F02W6,24
 B000NVL49W,34
 6302533244,1
 B003BV8IBI,1
 B004097IKW,12
 B009D0AZI0,3
 B000065K9E,17
 B000NVL49M,5
 B00000IC8E,2
 B00005NKBE,121
 B00000IC8F,14
 B00000IC8I,1
 B000W4CG60,43
 B00000IC8K,3
 B001CCMLR0,1
 B00000IC8M,6
 B002LSIAQ0,4
 B000FEBWFS,3
 B00005NKBL,4
 B000A9QK8M,59
 B00005YGRX,3
 6303454488,20
 B002KFPMBA,2
 B0088QNUUK,1
 B00164E6HC,3
 B0001BMMEA,2
 B00005V9IL,238
 B003NEQ74S,46
 B0000VD0AG,6
 6302091594,9
 B006FYGF8Q,153
 B000BB1MEG,2
 B000QGE8ME,2
 B000A7Q2I2,82
 6301967917,25
 B009RAF860,3
 B00081U75O,20
 B001QB5SCM,141
 630188437X,1
 B004EPYZQ2,469
 B001NZWEI2,5
 B00502BGMO,1
 B00005UW7I,9
 B00004RQBF,17
 B000050X31,29
 B00004RQBA,28
 6301979656,1
 B008H6GHL0,69
 B000QEITJO,38
 1569312486,2
 6303386326,8
 6302965195,4
 B002YKY9QK,9
 B000LE1GEO,7
 B00004RQB1,87
 B006HG141A,1
 6301723465,18
 B000KKQNRO,608
 B0006N2DS8,10
 6304792352,4
 B006QFIK8M,1
 B000F9RL9O,58
 B005QB2JR0,7
 B00000IC8L,6
 B0002RQ2VW,10
 B004EPYZQM,278
 B000A7DW7Q,46
 B006OIW2NA,104
 B001NZWEIC,1
 B0011VJRXS,2
 B000HXDTHG,1
 B007RQP5W8,1
 B00076ON5U,13
 B00005V9IF,1
 B002CWKTZA,2
 B005LXWYKU,13
 B0000TPAVK,3
 B00022VM5S,3
 B000F6ZPKY,11
 1572525835,1
 B000028U32,1
 B005B5PD92,3
 0793927560,1
 B00022VM5I,100
 B0012Q3SYG,10
 B003Y7YUOS,1
 B00005NKBZ,7
 1570762589,9
 B009N4Z9XW,1
 B0001ADAVK,122
 6305101132,1
 6302999014,1
 B000QUCNR2,1
 B0035AO4WC,50
 B001AQT0VI,171
 B00199PPOM,1
 6305074054,11
 6301971493,6
 B000AMWIVM,493
 B002NE4HAU,3
 0767825454,1
 6304972857,54
 B000W12MWQ,13
 B001MWUWSA,1
 B002YA07RA,4
 B001YU7XQO,8
 B00433TOWA,1
 6301882741,1
 B000SVZIJY,13
 6301576152,8
 6305075654,12
 6301928334,35
 B0016OLXN2,188
 B0038NBM6C,14
 6300207978,5
 6305441286,87
 B0080JT9PK,1
 B00013EY80,7
 B00284EMI2,3
 B000KCHZ6A,1
 B004G5PZ00,6
 B0014ERKO0,515
 B0000DG6XM,1
 B009QW6BXS,43
 B000063W1R,310
 B00129G5Y8,1
 B0030N1Z8K,1
 B00005LKLN,121
 B0007VY51C,2
 B00319HT9M,5
 B00004UTXP,1
 B0002V7TJM,8
 B007NF02Q2,1
 B0002I8336,1
 B0001MIRDE,4
 B001P7JVJS,6
 B00005NKBK,4
 B000299URS,4
 B00284EMIM,7
 B00004CKDV,65
 B000SQJ28C,38
 B0038QJ74S,1
 B0007OP1AS,1
 6303561284,2
 0966012224,1
 B0013BXW6E,3
 B00005UKKE,62
 B0002V7TJW,8
 B0001WTUZI,13
 B00005V9IJ,334
 B001MWUWS0,9
 6304675771,203
 6304173083,3
 B001ELC6FG,72
 B0002EJ87U,1
 B0007N1JYG,5
 B007SDTKD0,1
 B004S8UU4G,1
 B00097E6NQ,18
 B0017IVHOW,2
 B0007M21Y4,2
 6303628389,1
 B008CPAX16,6
 B0040OY9ZE,2
 B000OYTPJO,112
 B0034ZDUK0,1
 1931046972,1
 B006NO1SV2,4
 B002SI7UCI,4
 6302599687,1
 B001E6JCBC,49
 B002BVUBO6,11
 B000ZKB072,1
 B00005MFO9,61
 B00005U8E9,1
 B00319HT9W,85
 B00000IBNW,1
 B007H52KA4,3
 B008NNY8CW,3
 B006Z21ZEW,36
 B0009OUC5U,20
 B00006HAXW,13
 B00005UF9O,45
 B003ZG3GAM,1
 B00319HT9C,34
 B00005UF9K,66
 B003X3BYJW,3
 B000VULA9E,109
 B0030FT96S,1
 B00004UF19,86
 B000T7XFGU,5
 6303704840,4
 B00004UF16,59
 B0042YY542,5
 B00004UF14,169
 B00004UF12,37
 6305538409,7
 B002B900BM,2
 B009M8EA3Y,1
 B00018D3XW,87
 B000VQYDHY,4
 B004SCMGSU,42
 B0016PT95A,2
 B00077BOSS,1
 6304179499,53
 B0000DK4QE,93
 6301813855,25
 B000V2I234,3
 B00015HX9K,16
 B0031Z5RWW,2
 B0028O34N6,2
 B003DQOS8S,1
 B0000DK4QK,217
 630156443X,4
 B009CWWCYO,1
 B000V4FTM4,4
 B0002EXFNI,157
 B0031Z5RWC,1
 B0024NSG2U,2
 B000Y59D72,1
 B003Y5GMNC,25
 6304277490,2
 B0042800WE,64
 6304888465,8
 B002FLZKAM,24
 0967877709,2
 B000Y11BGC,1
 B002AJLMNS,2
 B00006G8IV,8
 B00192QNXQ,9
 630403945X,3
 6305233438,9
 B00015HX9A,125
 B00005U14O,5
 630187837X,1
 B00004CJ1R,19
 B000R9GMGK,2
 B0011FDVK4,6
 B00004CTUN,20
 B002PBP8HW,48
 B000WI23KA,6
 B0009P42T6,2
 1573470937,1
 B000NOIVTA,3
 B003IYZ46A,1
 B00006G8IZ,4
 B000P6R55W,2
 B0001ME59O,1
 B000EOU4N0,4
 B000NOIVTK,15
 B000OIOXQK,1
 B0077T5SS6,6
 B000067J24,40
 B000067J25,7
 0793903335,4
 6302510163,1
 B006YSHAU0,1
 6302181585,3
 B00652U6LU,1
 B0041KKZH8,37
 B001U5S2WM,24
 6301931629,45
 B000NVI2JM,6
 B0060ZNFVK,2
 B00151QYU8,315
 B000HT3PV0,1
 B001NA60A0,102
 B000YYVLSW,3
 B00284EM3M,1
 6300208397,2
 B007ATHNHC,2
 B000B9E2MC,4
 6304031831,30
 B000SRSWXC,8
 B000056N8R,1
 6301885597,1
 B00284EM3C,40
 B003K4Y7NO,6
 B004BF0DMU,1
 B00004CTUA,108
 B0094MOQ0K,14
 B00027JYT4,5
 6305581959,3
 B000056N8T,18
 6303467245,3
 6302739896,2
 B000AXWH7Q,11
 B0013UQUSW,1
 B0001XARPO,3
 B004G6ZPX6,4
 B003LSZFUI,23
 B0092MDYV4,8
 B001TK29GS,1
 B00178U3CY,20
 B0002910TY,1
 B007HJ9QMA,29
 B000056N8W,12
 0940871491,1
 B001T89LXY,20
 B0000DK4QJ,367
 B004M8SRHY,13
 B000067J2G,1
 B00005QVUT,2
 B0010XOVSI,17
 B00008YLV1,13
 B000067J2N,6
 B00000ACXE,30
 B00000I9PH,3
 B000067J2J,11
 B000067J2K,6
 B000067J2H,1
 B000067J2I,5
 B000067J2V,3
 B000NOIVT0,112
 B004J0DQS0,4
 B00005YTR5,1
 6305754276,1
 B0002B54P8,1
 6305454280,7
 B00005YTR8,13
 B000NDFLWG,17
 B000IZJR3I,6
 B000067J2X,7
 B000067J2Y,7
 B003GC47YY,1
 B000JJRY7O,3
 1578072123,3
 6303031498,1
 B007XF0X4I,45
 B00112S8RS,151
 B0001G6PZC,545
 B000TGUUG4,9
 B00005Y961,1
 6300157423,2
 B00004RXMK,29
 B003O5MN1C,28
 B00004WCM9,93
 B0002VKZYS,8
 B0007Z9RCU,13
 B004EFBRMC,29
 B0007YXPCY,1
 B000ID1Q02,33
 6301661869,2
 6304580878,12
 B006GHA9QQ,164
 B00005LKLF,20
 B000083ED1,39
 B00005QC3X,6
 6300276554,19
 B00001IVE7,1
 B003JFEIJC,25
 B004MFBJ04,1
 B000CZ0PVM,1
 B00020HBNW,1
 B001PPLJN6,4
 B000BB1MEQ,4
 B00932ADHQ,11
 6303593593,29
 B0048FQFLG,7
 B00020HBNC,3
 B00008HC97,9
 B00005M1Y0,173
 B000056N8G,2
 B0041QSZG0,1
 0849986737,1
 B000050X30,8
 B00012FXJ0,47
 B003ODKZXW,8
 B00000JGOY,7
 B00020HBN2,2
 B00005AB92,1
 B000EF817U,3
 B0035YKW0Q,8
 B00005KA8M,9
 B008JAG4GW,17
 B000083EDB,192
 6305306141,16
 B001PPLJNQ,2
 B00028G74S,1
 B00000JGOJ,68
 B000083EDI,24
 B00000JGOG,21
 B000SM6FBI,2
 B00005RT3E,25
 6300133648,3
 1888617047,3
 B001PTA34I,11
 B000056N8P,1
 6305908028,10
 B00004WCMK,2
 B0009Y2LTU,2
 B003SHYJJ0,81
 B0076XTH8K,11
 0310582792,1
 B00004WCMB,68
 B005WVUM1E,7
 B001C0NMWK,1
 B000H5V8D6,164
 B000056N8Q,5
 B000X9JZVI,2
 B00004WCMU,57
 0767002652,24
 6305104352,4
 B00004WCMS,86
 B000AYEL9M,5
 B000T2MZ3E,1
 B006QUF0QW,43
 B0007OCG4W,438
 B000Y9Z610,1
 B0000DG6XP,1
 B000I9WVZA,47
 B000FDEV02,10
 B000009ELJ,10
 B003ZXDOW0,3
 B0006U5UPO,45
 B00005M1Y5,86
 B000VZAV62,12
 B003GAB2LW,1
 1585651788,2
 B0001LQJW6,2
 B000I9WVZU,76
 B0007VY4O0,1
 6302958741,1
 B002KLQ2XG,10
 B001AS0NU8,1
 B00281DXKS,1
 B000NO2FLU,5
 6303257933,150
 B00006JU7U,78
 B000BNXD28,33
 6304288875,1
 B0000DK4QB,18
 B004XWGZAU,7
 B005VMWOW4,2
 6304091338,31
 B0000DK4QD,39
 6304286961,147
 0767845234,10
 B0000DK4QI,313
 B001DBQAZY,15
 B0002BO0V2,4
 B00005952Q,51
 B0000DK4QL,230
 6304493983,2
 B00004T6FK,12
 B000BNXD2S,1
 630294662X,6
 B00000F4KD,65
 B00005V9IG,30
 073600193X,3
 B000RA2R18,1
 6303928455,2
 B001I7HLTW,10
 B00015HX90,427
 B00005U14H,129
 B000056N8V,10
 B001JPC4N6,32
 B0007NMJZ4,2
 B000053VQH,3
 B000MTFFM2,4
 B000AJREL4,3
 B005GLHO48,13
 B003RLEWOY,1
 B00019G4GO,2
 B0044WQIM4,11
 B000056N8C,13
 B000056N8D,2
 1891664026,1
 B0017HEY8Y,1
 B00007JZYP,13
 B009K37SUS,2
 6302405939,64
 B009B6XA1U,26
 B0000BYRO7,42
 B0001Z3HIG,14
 B007I39G3O,5
 6304107242,25
 B000PY52CW,22
 B004BH1TN0,9
 B0009UZGHS,6
 B00005U14B,4
 B000AABKYK,1
 B002KBG4TS,1
 B007C7V4BS,1
 5555292082,36
 B000053VQI,4
 B000053VQJ,2
 B0001Y4LSM,12
 B00005LL26,350
