ProductID,Score
 B0002A2VR8,4.0
 B00925T8YI,5.0
 B0018Z5C54,5.0
 B000CCD1XY,53.0
 6300147967,185.0
 B0007NMJZO,61.0
 B000056BPD,5.0
 B004AX5J5E,30.0
 B000NPFF52,10.0
 B000RNUFXC,21.0
 B00000INB2,35.0
 B00000INB3,74.0
 B00000INB1,40.0
 B003HE4FBG,18.0
 6302949041,15.0
 B00005QVUI,4.0
 B00008G1PX,1803.0
 B00004WCMJ,7.0
 B008LYCDW0,5.0
 B001AXTYPI,64.0
 B000067J2Z,17.0
 B00006G8I7,24.0
 B000056PNH,8.0
 B000056PNI,10.0
 B008ROG898,31.0
 6302719429,23.0
 B007HOQ574,14.0
 B000XEDVEA,15.0
 B0001NBNF2,368.0
 6302232163,4.0
 6301387090,146.0
 B000IOM0RY,15.0
 B000056PNV,76.0
 B000FP2PEE,26.0
 6305808155,58.0
 B00004W221,491.0
 6305986398,3.0
 B000GAKJXM,4.0
 B000AE8L2U,22.0
 B000ZLFALI,285.0
 6300215067,15.0
 B00028G4UU,5.0
 B000063JZ7,103.0
 B00005B7DN,71.0
 B001LMU1A0,199.0
 B0021542BK,18.0
 B00005B7DG,9.0
 B000057P5U,6.0
 B000QUCNRC,19.0
 B001IT2942,20.0
 630207505X,7.0
 B000LXH5P4,2.0
 B00005B7DP,71.0
 6302139724,9.0
 B002KPPEYA,4.0
 B000AE8L2K,19.0
 6303293670,5.0
 B000BB1NFO,5.0
 B000LXH5PO,4.0
 B000AE8L20,23.0
 B001GBPZRU,110.0
 B000063JZU,21.0
 B001CUB9J8,3.0
 B000FUF758,19.0
 B0013UQUSM,4.0
 B0048KQQC4,79.0
 B001DCE514,12.0
 B00005NHIR,5.0
 B001OMT62Q,5.0
 B0059JU0YS,7.0
 B001TGV882,342.0
 B002L5GDZI,48.0
 6304005512,430.0
 B003BGZ60Y,129.0
 B0045TOM6K,5.0
 B001PTP3J8,5.0
 B001UHXL5S,3.0
 B000JJ5F70,8.0
 B0007LPS7W,205.0
 B003SHYYM2,429.0
 B000FP2PE4,16.0
 B00000K0B3,11.0
 B0002TT06Y,41.0
 B00007L4N8,22.0
 B00004CK9I,213.0
 B000006GMQ,4.0
 B000SKO8DC,1.0
 B001IT294C,23.0
 B0015UYTZG,221.0
 B001302UMW,25.0
 6303890334,40.0
 B00008PW29,17.0
 B000I0RVSG,4.0
 B003QWVPTE,43.0
 B000063W82,2843.0
 B00006G8IL,17.0
 0767805534,498.0
 B008SAPAYA,29.0
 B000OFOSOA,5.0
 B000KF0P2I,50.0
 B0041VEZVY,46.0
 B003U6SJXQ,271.0
 6302806240,5.0
 6301325842,3.0
 B0006HBZXS,536.0
 6304288115,205.0
 B000FVQLQQ,1384.0
 5554663931,4.0
 B005ZMBBR4,72.0
 B008SAPAYU,5.0
 B000B19E8W,64.0
 B000GETWF4,1647.0
 B004RAJ1D6,10.0
 B0007VY51W,17.0
 B0006VY6MG,10.0
 B000003O0Z,61.0
 B0036Q2RR4,5.0
 B005G5PNOW,33.0
 B00004CQT3,108.0
 B000LXGW1W,4.0
 B00005U14N,5.0
 B00004CQT4,22.0
 B000JJRY7E,42.0
 B0000DJZBK,19.0
 B00005U14C,27.0
 B000OIOSFG,5.0
 B0000060T0,5.0
 B004XSUBE0,1.0
 B0001GH7VI,14.0
 B001B9YBSQ,10.0
 B00005U14E,3.0
 B0071AD95K,44.0
 B001EI5BWE,55.0
 B00005Q58B,107.0
 B00004WCM2,26.0
 B0036BDQ38,20.0
 B0002V7TJC,53.0
 B00180OU66,22.0
 B0006GAI6O,709.0
 B000JJRY7Y,3.0
 B000053VQE,377.0
 B000OIOSFQ,5.0
 B00008HC96,5.0
 B002DPRW1U,1.0
 B00004CQTP,123.0
 630436119X,64.0
 B00005M1Y4,1008.0
 B00005M1Y7,513.0
 B00005M1Y6,332.0
 B0000028AJ,43.0
 B0000060TP,4.0
 B0002B55DE,1795.0
 B0041XQRR2,202.0
 B000MTFFMC,28.0
 B00005U149,57.0
 B00004T6FQ,4.0
 B001N8Z8K0,21.0
 B005EP7HX4,22.0
 B00004CQTF,144.0
 B00005U142,9.0
 B003ZZ7TT2,10.0
 B000OIOSF6,5.0
 B001IDSZ1O,362.0
 B00005U147,13.0
 B00005U145,13.0
 B0088VQ0V6,7.0
 6305796173,33.0
 B000035P4U,10.0
 B000VJDTTO,3.0
 B00062IZGI,2.0
 B0078V2LCY,7.0
 B002IRYYK0,12.0
 0963199668,4.0
 B000ILYYYE,6.0
 B001M4154S,14.0
 B002SVTBFO,106.0
 B006MQ0GQE,21.0
 B00062IZGS,13.0
 B000KF0P28,202.0
 B00000405W,2.0
 B000YTI3QA,61.0
 B0014Z4OO8,5.0
 B003BEE7C4,4.0
 B003CJUWVI,37.0
 B000F0UUOG,5.0
 B005ZMBBRY,72.0
 6302739918,11.0
 B0000D0YWG,21.0
 0792845773,112.0
 0800126033,54.0
 B00009OWJQ,238.0
 0792151712,41.0
 B00009OWJT,97.0
 B00347AGH8,7.0
 B000GB5M5Q,13.0
 B002EWD0IG,10.0
 B0009PBLOU,3.0
 B00000IC83,1.0
 B002NEWO96,3.0
 B0006FFRDE,6.0
 6302761298,56.0
 B008YKQC6E,10.0
 B001AYMMK6,4.0
 B000H5V8DG,720.0
 B00000K0B4,3.0
 B0006FFRDO,10.0
 B000MDH5US,9.0
 B0052LZQ2O,1.0
 B006HNRSFE,25.0
 B000KGGJ0E,31.0
 B0006GAOLI,1.0
 B0006GAI6E,176.0
 B000MRA542,49.0
 B0003OXEE2,225.0
 B000FDEV0W,5.0
 B00008FZHB,38.0
 B002SRWNPI,10.0
 B0002UP0KS,50.0
 B0000764K0,45.0
 B006UANE8E,10.0
 B000KGGJ0Y,359.0
 B001T46TUG,116.0
 B002PM8PZS,5.0
 0790733382,113.0
 B000056N8U,73.0
 B000JBXHBO,121.0
 6304520735,61.0
 B0010XSL4S,70.0
 B000NJMJGQ,66.0
 B000LQ80B4,26.0
 B007CU8PAI,73.0
 B008UO5U9E,558.0
 6302744520,68.0
 1571884327,10.0
 B001KNAI2Q,276.0
 B005C2TKLQ,18.0
 B000A3457Q,29.0
 B000MRA54M,3.0
 B000KGGJ04,20.0
 B0084YBB16,4.0
 B000G75B2E,70.0
 B0009Y7DSY,3.0
 B00006D2AQ,43.0
 6305962979,94.0
 B0014567LQ,8.0
 B00005EB0B,382.0
 B0006FFRD4,6.0
 B001589JX0,5.0
 B000056PPF,41.0
 B000H5U5IK,10.0
 B0062ABXLM,4.0
 B00018YC3M,41.0
 B00379MVEO,6.0
 B0009PBLO0,51.0
 B0012BUWI6,4.0
 B00018YC3W,56.0
 B0006UYNSO,159.0
 B001L2DTXG,70.0
 B006R9CBOG,120.0
 B000H5U5IU,10.0
 B0001LQJWG,18.0
 B000J1NGY2,1.0
 B00008G4H7,70.0
 B004LB5FE0,45.0
 B00004CZRA,219.0
 B000FEBWF8,13.0
 B004R6VHPK,20.0
 B0049IHX36,2.0
 B003Y5PF80,347.0
 B001J88VJY,10.0
 B00005UW7E,350.0
 6302405688,50.0
 B00004YVV8,13.0
 B0010C54D0,8.0
 B00005UW7H,123.0
 B001XXJQDU,8.0
 B00005UW7J,4.0
 B000KF0P2S,10.0
 B000MGTT4K,14.0
 B0000EYVJM,10.0
 B000MGTT4U,59.0
 630577238X,17.0
 B000HLDF8Q,10.0
 B000BUBETU,5.0
 B007HCF5AE,1.0
 B006WDECNK,1.0
 6301966961,14.0
 B0000063PS,174.0
 6300213056,4.0
 0790701251,1354.0
 B00008YLVB,234.0
 B00008YLVC,32.0
 B006JIUN2W,5.0
 6303464572,27.0
 B001VYX91G,6.0
 6302149525,4.0
 B000Q7ZNZ4,216.0
 B001MBE63I,74.0
 B00068S3VY,16.0
 B0012EM5G0,60.0
 B0053O6Y9E,8.0
 B003PX4S9I,357.0
 B0001WJN8M,6.0
 B00005QC3M,415.0
 5553600715,1656.0
 B0012EM5GK,151.0
 B001G4ANCY,14.0
 B00475E0A0,35.0
 B00005Y6Y2,1076.0
 B0012EM5GA,151.0
 B000AYEL9W,38.0
 B000AXWH7G,73.0
 B000GGSMNK,549.0
 B000PTYRPA,20.0
 B00008YLV0,102.0
 B000I64V24,8.0
 B00005V9I7,49.0
 B00008YLV6,9.0
 B00008YLV7,193.0
 B00008WFTV,82.0
 B0023S4A12,37.0
 B009HNDF3K,165.0
 B00008WFTU,82.0
 B001J3NF54,3.0
 B00005V9I1,116.0
 6301798708,245.0
 B000EMGIWI,6.0
 B008X1O7KM,873.0
 B0009UZGHI,62.0
 B000SVZIJO,414.0
 B0050GCJO4,10.0
 6301303016,101.0
 B000OYCNXY,5.0
 B0010C54DU,5.0
 B007OWUZE8,27.0
 630530159X,5.0
 6305988838,2.0
 B003BRYA9G,15.0
 B000NOKM9M,3.0
 B000UV00T0,1.0
 6302783305,5.0
 B008Q00I2Q,521.0
 B0076Z4BBG,30.0
 B003VHELLI,5.0
 B00004U8KV,157.0
 B000JJ5F7U,4.0
 6304239343,63.0
 B0009PW3QK,22.0
 B0006A9FPA,40.0
 B004ULNJOO,3.0
 B00819ZCP0,120.0
 B000LXHFUO,61.0
 B0072V6PPE,913.0
 B00005V9IA,11.0
 6302650488,6.0
 B00005V9I3,38.0
 6301045734,44.0
 B000CCD1XE,4.0
 B0042AH2I2,5.0
 B000065FKL,134.0
 6302458900,233.0
 B000CCD1XO,6.0
 B001CE9DAG,8.0
 B00000IC8J,7.0
 B000JJ5F7K,2.0
 B001ENWSAC,66.0
 B0000B3FE6,4.0
 B0088W2LC2,9.0
 B001CMZJUG,4.0
 B008CN092G,143.0
 B000083ED4,181.0
 B0063FGFCS,38.0
 B0002I82XW,422.0
 B004TWOX26,23.0
 6303269680,42.0
 B003QWVPT4,423.0
 6304092083,9.0
 6302518296,32.0
 6301901274,15.0
 B000RL08AE,19.0
 B00006JU7L,34.0
 B000EQ5V86,380.0
 B0002J4ZW8,215.0
 B008H5VFU4,8.0
 B008IG09KE,12.0
 6304276958,4.0
 B00077BPBY,10.0
 B003F41T2Q,96.0
 B00004TXBN,43.0
 B000SM6FBS,2.0
 B00005LKL6,472.0
 B00104FZCI,9.0
 6300135233,10.0
 B0071AD9KK,161.0
 B0002W19Z6,92.0
 B003E1QC1S,60.0
 6303111734,5.0
 B004S8UU4Q,18.0
 B003AI2VGA,20.0
 5555223870,10.0
 B001PHA6PQ,39.0
 B000CCD1X4,78.0
 B001AYMMKQ,4.0
 B000T4SWXO,798.0
 6303955746,11.0
 B00022PZJW,5.0
 B003CJNFGM,5.0
 B000KX0IMC,22.0
 B001AD6UJ6,5.0
 B000OVLAB8,5.0
 B003C5FN6Q,8.0
 6303359329,5.0
 B003ICXC02,43.0
 B003XKQ62A,18.0
 630487250X,13.0
 B006RXQ6FM,918.0
 0955766818,4.0
 B00000IC80,6.0
 6304204019,51.0
 B00000IC82,18.0
 B00000IC84,4.0
 B00000IC87,10.0
 B00000IC89,4.0
 B001OFSK3E,506.0
 6300213153,13.0
 B005UYF7KY,162.0
 B0030ZOYW2,13.0
 6301173147,5.0
 6302760046,5.0
 B00004CM33,8.0
 B002LSIAQU,42.0
 B0019F02WG,17.0
 B00004CZRS,61.0
 B0050QNO2K,8.0
 B001LOY1IG,230.0
 B000KX0IMW,88.0
 B0002PYS4M,37.0
 B0010XUKI8,7.0
 B003KM8U8O,83.0
 B000CQQI9O,80.0
 6301248546,4.0
 6303037569,5.0
 B002YJMMBA,951.0
 B000Y8KM3I,4.0
 B008R52L4I,4.0
 B000CNET2A,16.0
 B0089VX0W2,4.0
 B004VGH63I,10.0
 B00870YR7M,5.0
 B003QVVJY6,5.0
 B000NY1EC6,68.0
 B000CNET2K,4.0
 B0006HBV46,21.0
 6305804427,4.0
 6302918928,2.0
 B00009YXGX,26.0
 B001HXDQAU,17.0
 B008R52L48,1.0
 B008FPU7AA,40.0
 B000CNET20,3.0
 B00009YXGR,28.0
 B00185J7KA,52.0
 B000NNM4BC,1.0
 B000TMPDCY,132.0
 B0086460CY,25.0
 B0085KGGLY,107.0
 B0009OL90W,10.0
 B0042KZJN2,29.0
 B00008YLV9,6.0
 B001FB55HQ,1389.0
 6301966422,71.0
 B0009OL90M,30.0
 6305949816,10.0
 B004TPJN2S,175.0
 B000CQQI9E,94.0
 6304366035,322.0
 0800103688,338.0
 B004ZXW2PE,2.0
 B000GIWU9A,3.0
 078401115X,386.0
 B00005U146,5.0
 B00005NKBV,4.0
 B000065K9R,607.0
 6303149073,1.0
 B0019F02W6,98.0
 B000NVL49W,166.0
 6302533244,5.0
 B003BV8IBI,5.0
 B004097IKW,45.0
 B009D0AZI0,15.0
 B000065K9E,59.0
 B000NVL49M,24.0
 B00000IC8E,4.0
 B00005NKBE,466.0
 B00000IC8F,40.0
 B00000IC8I,5.0
 B000W4CG60,190.0
 B00000IC8K,6.0
 B001CCMLR0,3.0
 B00000IC8M,18.0
 B002LSIAQ0,13.0
 B000FEBWFS,7.0
 B00005NKBL,4.0
 B000A9QK8M,261.0
 B00005YGRX,13.0
 6303454488,89.0
 B002KFPMBA,8.0
 B0088QNUUK,5.0
 B00164E6HC,13.0
 B0001BMMEA,9.0
 B00005V9IL,990.0
 B003NEQ74S,187.0
 B0000VD0AG,28.0
 6302091594,38.0
 B006FYGF8Q,685.0
 B000BB1MEG,8.0
 B000QGE8ME,3.0
 B000A7Q2I2,369.0
 6301967917,105.0
 B009RAF860,13.0
 B00081U75O,55.0
 B001QB5SCM,563.0
 630188437X,5.0
 B004EPYZQ2,1690.0
 B001NZWEI2,23.0
 B00502BGMO,5.0
 B00005UW7I,36.0
 B00004RQBF,64.0
 B000050X31,115.0
 B00004RQBA,75.0
 6301979656,4.0
 B008H6GHL0,294.0
 B000QEITJO,110.0
 1569312486,8.0
 6303386326,34.0
 6302965195,20.0
 B002YKY9QK,23.0
 B000LE1GEO,28.0
 B00004RQB1,416.0
 B006HG141A,1.0
 6301723465,39.0
 B000KKQNRO,2125.0
 B0006N2DS8,29.0
 6304792352,18.0
 B006QFIK8M,5.0
 B000F9RL9O,271.0
 B005QB2JR0,30.0
 B00000IC8L,7.0
 B0002RQ2VW,41.0
 B004EPYZQM,1203.0
 B000A7DW7Q,211.0
 B006OIW2NA,435.0
 B001NZWEIC,3.0
 B0011VJRXS,5.0
 B000HXDTHG,4.0
 B007RQP5W8,5.0
 B00076ON5U,48.0
 B00005V9IF,2.0
 B002CWKTZA,10.0
 B005LXWYKU,50.0
 B0000TPAVK,9.0
 B00022VM5S,13.0
 B000F6ZPKY,53.0
 1572525835,3.0
 B000028U32,5.0
 B005B5PD92,12.0
 0793927560,5.0
 B00022VM5I,372.0
 B0012Q3SYG,42.0
 B003Y7YUOS,5.0
 B00005NKBZ,24.0
 1570762589,39.0
 B009N4Z9XW,3.0
 B0001ADAVK,444.0
 6305101132,4.0
 6302999014,4.0
 B000QUCNR2,5.0
 B0035AO4WC,229.0
 B001AQT0VI,805.0
 B00199PPOM,3.0
 6305074054,45.0
 6301971493,28.0
 B000AMWIVM,1816.0
 B002NE4HAU,15.0
 0767825454,1.0
 6304972857,230.0
 B000W12MWQ,40.0
 B001MWUWSA,5.0
 B002YA07RA,19.0
 B001YU7XQO,30.0
 B00433TOWA,2.0
 6301882741,5.0
 B000SVZIJY,49.0
 6301576152,33.0
 6305075654,57.0
 6301928334,137.0
 B0016OLXN2,872.0
 B0038NBM6C,37.0
 6300207978,11.0
 6305441286,387.0
 B0080JT9PK,1.0
 B00013EY80,34.0
 B00284EMI2,13.0
 B000KCHZ6A,4.0
 B004G5PZ00,29.0
 B0014ERKO0,2224.0
 B0000DG6XM,5.0
 B009QW6BXS,173.0
 B000063W1R,1271.0
 B00129G5Y8,5.0
 B0030N1Z8K,5.0
 B00005LKLN,522.0
 B0007VY51C,4.0
 B00319HT9M,20.0
 B00004UTXP,5.0
 B0002V7TJM,36.0
 B007NF02Q2,1.0
 B0002I8336,4.0
 B0001MIRDE,15.0
 B001P7JVJS,23.0
 B00005NKBK,4.0
 B000299URS,16.0
 B00284EMIM,20.0
 B00004CKDV,281.0
 B000SQJ28C,166.0
 B0038QJ74S,5.0
 B0007OP1AS,3.0
 6303561284,5.0
 0966012224,5.0
 B0013BXW6E,12.0
 B00005UKKE,251.0
 B0002V7TJW,36.0
 B0001WTUZI,39.0
 B00005V9IJ,1358.0
 B001MWUWS0,43.0
 6304675771,886.0
 6304173083,14.0
 B001ELC6FG,156.0
 B0002EJ87U,4.0
 B0007N1JYG,25.0
 B007SDTKD0,1.0
 B004S8UU4G,5.0
 B00097E6NQ,76.0
 B0017IVHOW,10.0
 B0007M21Y4,9.0
 6303628389,4.0
 B008CPAX16,18.0
 B0040OY9ZE,7.0
 B000OYTPJO,501.0
 B0034ZDUK0,1.0
 1931046972,5.0
 B006NO1SV2,20.0
 B002SI7UCI,15.0
 6302599687,5.0
 B001E6JCBC,214.0
 B002BVUBO6,50.0
 B000ZKB072,2.0
 B00005MFO9,262.0
 B00005U8E9,5.0
 B00319HT9W,387.0
 B00000IBNW,3.0
 B007H52KA4,5.0
 B008NNY8CW,10.0
 B006Z21ZEW,167.0
 B0009OUC5U,92.0
 B00006HAXW,63.0
 B00005UF9O,164.0
 B003ZG3GAM,5.0
 B00319HT9C,163.0
 B00005UF9K,260.0
 B003X3BYJW,14.0
 B000VULA9E,460.0
 B0030FT96S,5.0
 B00004UF19,349.0
 B000T7XFGU,20.0
 6303704840,15.0
 B00004UF16,240.0
 B0042YY542,17.0
 B00004UF14,763.0
 B00004UF12,138.0
 6305538409,12.0
 B002B900BM,7.0
 B009M8EA3Y,5.0
 B00018D3XW,389.0
 B000VQYDHY,16.0
 B004SCMGSU,196.0
 B0016PT95A,7.0
 B00077BOSS,4.0
 6304179499,246.0
 B0000DK4QE,338.0
 6301813855,119.0
 B000V2I234,10.0
 B00015HX9K,65.0
 B0031Z5RWW,6.0
 B0028O34N6,8.0
 B003DQOS8S,1.0
 B0000DK4QK,844.0
 630156443X,15.0
 B009CWWCYO,1.0
 B000V4FTM4,17.0
 B0002EXFNI,617.0
 B0031Z5RWC,1.0
 B0024NSG2U,10.0
 B000Y59D72,4.0
 B003Y5GMNC,105.0
 6304277490,9.0
 B0042800WE,258.0
 6304888465,32.0
 B002FLZKAM,69.0
 0967877709,10.0
 B000Y11BGC,3.0
 B002AJLMNS,7.0
 B00006G8IV,29.0
 B00192QNXQ,23.0
 630403945X,11.0
 6305233438,15.0
 B00015HX9A,563.0
 B00005U14O,21.0
 630187837X,5.0
 B00004CJ1R,78.0
 B000R9GMGK,7.0
 B0011FDVK4,23.0
 B00004CTUN,90.0
 B002PBP8HW,222.0
 B000WI23KA,22.0
 B0009P42T6,10.0
 1573470937,5.0
 B000NOIVTA,15.0
 B003IYZ46A,2.0
 B00006G8IZ,15.0
 B000P6R55W,4.0
 B0001ME59O,5.0
 B000EOU4N0,16.0
 B000NOIVTK,17.0
 B000OIOXQK,5.0
 B0077T5SS6,30.0
 B000067J24,150.0
 B000067J25,15.0
 0793903335,18.0
 6302510163,4.0
 B006YSHAU0,5.0
 6302181585,13.0
 B00652U6LU,4.0
 B0041KKZH8,166.0
 B001U5S2WM,105.0
 6301931629,223.0
 B000NVI2JM,30.0
 B0060ZNFVK,7.0
 B00151QYU8,1256.0
 B000HT3PV0,5.0
 B001NA60A0,446.0
 B000YYVLSW,3.0
 B00284EM3M,4.0
 6300208397,10.0
 B007ATHNHC,8.0
 B000B9E2MC,16.0
 6304031831,88.0
 B000SRSWXC,40.0
 B000056N8R,5.0
 6301885597,4.0
 B00284EM3C,179.0
 B003K4Y7NO,22.0
 B004BF0DMU,4.0
 B00004CTUA,482.0
 B0094MOQ0K,56.0
 B00027JYT4,16.0
 6305581959,11.0
 B000056N8T,73.0
 6303467245,14.0
 6302739896,7.0
 B000AXWH7Q,33.0
 B0013UQUSW,5.0
 B0001XARPO,8.0
 B004G6ZPX6,16.0
 B003LSZFUI,106.0
 B0092MDYV4,24.0
 B001TK29GS,5.0
 B00178U3CY,75.0
 B0002910TY,4.0
